Drug1,Drug2,Prob,SimilaritySource,Method
DB00184,C0567085,0.2584,UMLS,GIP
DB00597,C0002418,0.2583,HPO,LapRLS
DB00720,C0004238,0.2583,HPO,LapRLS
DB01241,C0023052,0.2583,UMLS,GIP
DB06795,C0013298,0.2583,UMLS,GIP
DB00182,C0004096,0.2582,UMLS,LapRLS
DB11180,C0549249,0.2582,UMLS,LapRLS
DB00915,C0041657,0.2582,HPO,LapRLS
DB06151,C0086439,0.2582,HPO,LapRLS
DB00484,C0235146,0.2582,UMLS,GIP
DB09030,C0027441,0.2582,UMLS,GIP
DB00291,C0027497,0.2582,UMLS,LapRLS
DB00859,C0085632,0.2581,HPO,LapRLS
DB01153,C0423361,0.2581,UMLS,GIP
DB01189,C0033117,0.2581,HPO,GIP
DB01046,C0034888,0.2581,UMLS,GIP
DB00659,C0019079,0.2581,HPO,LapRLS
DB06151,C2937350,0.2581,HPO,LapRLS
DB06698,C0852911,0.2581,UMLS,LapRLS
DB00828,C0520966,0.2581,HPO,LapRLS
DB00182,C2047937,0.2581,UMLS,LapRLS
DB11180,C0038990,0.2581,UMLS,LapRLS
DB00828,C0042075,0.2581,UMLS,LapRLS
DB00828,C0025323,0.2581,HPO,LapRLS
DB06711,C0277589,0.258,UMLS,GIP
DB00398,C0271468,0.258,UMLS,GIP
DB01367,C0009088,0.258,HPO,GIP
DB06243,C0030193,0.258,UMLS,GIP
DB00185,C0027765,0.258,UMLS,GIP
DB00911,C0019521,0.258,UMLS,GIP
DB00573,C0751295,0.258,UMLS,GIP
DB06151,C0009676,0.258,HPO,LapRLS
DB00182,C0020651,0.258,UMLS,LapRLS
DB00804,C0259768,0.2579,UMLS,GIP
DB01008,C0011606,0.2579,HPO,LapRLS
DB01008,C0028734,0.2579,HPO,LapRLS
DB00709,C0026113,0.2579,UMLS,GIP
DB06207,C0206277,0.2579,UMLS,GIP
DB00130,C0575081,0.2578,HPO,LapRLS
DB00316,C0026848,0.2578,HPO,LapRLS
DB00537,C2004489,0.2578,UMLS,LapRLS
DB01202,C0240941,0.2578,UMLS,GIP
DB06261,C0034065,0.2577,HPO,LapRLS
DB00335,C0271468,0.2577,UMLS,GIP
DB06626,C0392171,0.2577,UMLS,GIP
DB01236,C0043094,0.2577,HPO,LapRLS
DB00828,C0003534,0.2576,UMLS,GIP
DB00182,C0151736,0.2576,UMLS,LapRLS
DB01189,C2939447,0.2576,UMLS,LapRLS
DB00478,C0004604,0.2576,HPO,LapRLS
DB04572,C0042571,0.2576,HPO,LapRLS
DB06698,C0042514,0.2576,HPO,LapRLS
DB00915,C0039070,0.2576,HPO,LapRLS
DB06201,C0013298,0.2576,UMLS,GIP
DB00878,C0877027,0.2575,UMLS,GIP
DB06711,C2364082,0.2575,UMLS,GIP
DB00828,C0026827,0.2575,HPO,GIP
DB01046,C0015967,0.2575,HPO,GIP
DB01080,C0015397,0.2575,HPO,LapRLS
DB00537,C0151735,0.2575,UMLS,LapRLS
DB08911,C0854706,0.2575,UMLS,LapRLS
DB00431,C0004604,0.2575,UMLS,LapRLS
DB00282,C0522251,0.2574,UMLS,GIP
DB06414,C0079043,0.2573,UMLS,GIP
DB00571,C0080274,0.2573,UMLS,GIP
DB00742,C0004331,0.2573,UMLS,GIP
DB00583,C3665346,0.2573,UMLS,GIP
DB00495,C0025209,0.2573,UMLS,GIP
DB09076,C0852879,0.2573,UMLS,GIP
DB01400,C0265294,0.2572,HPO,GIP
DB00281,C0014591,0.2572,UMLS,GIP
DB00583,C0085593,0.2572,UMLS,LapRLS
DB06698,C0039231,0.2571,UMLS,LapRLS
DB00193,C0729552,0.2571,UMLS,GIP
DB00708,C0231451,0.2571,UMLS,GIP
DB00243,C0151786,0.2571,UMLS,GIP
DB00878,C0429029,0.2571,UMLS,GIP
DB06261,C0041969,0.257,UMLS,LapRLS
DB00899,C0854706,0.2569,UMLS,LapRLS
DB00720,C0085605,0.2569,HPO,LapRLS
DB00282,C0026858,0.2569,UMLS,GIP
DB00209,C0242698,0.2569,UMLS,GIP
DB09039,C0265110,0.2569,UMLS,GIP
DB00658,C0235710,0.2569,UMLS,LapRLS
DB01019,C0030232,0.2568,UMLS,GIP
DB06204,C0522251,0.2568,UMLS,GIP
DB00659,C0017601,0.2568,HPO,LapRLS
DB00753,C0002994,0.2568,HPO,LapRLS
DB00828,C0085605,0.2568,HPO,LapRLS
DB00235,C0392197,0.2568,UMLS,GIP
DB11180,C0085649,0.2567,UMLS,LapRLS
DB00828,C0235827,0.2567,UMLS,GIP
DB01202,C0013428,0.2567,UMLS,GIP
DB00287,C0013298,0.2567,UMLS,GIP
DB00612,C0259768,0.2567,UMLS,GIP
DB01080,C0043352,0.2566,UMLS,LapRLS
DB00130,C0009319,0.2566,HPO,LapRLS
DB00316,C1760428,0.2566,UMLS,GIP
DB00953,C0341117,0.2566,UMLS,GIP
DB00230,C0015230,0.2566,UMLS,LapRLS
DB06261,C0002994,0.2566,HPO,LapRLS
DB00753,C0085649,0.2565,UMLS,LapRLS
DB06261,C0018021,0.2565,HPO,LapRLS
DB11180,C0042571,0.2565,HPO,LapRLS
DB00125,C0037274,0.2565,HPO,LapRLS
DB05015,C0086525,0.2565,UMLS,GIP
DB00316,C0231530,0.2565,UMLS,LapRLS
DB01400,C0010200,0.2565,UMLS,GIP
DB01110,C0852879,0.2565,UMLS,GIP
DB01262,C0858867,0.2565,UMLS,GIP
DB01043,C0427546,0.2565,UMLS,GIP
DB00720,C3263723,0.2564,UMLS,LapRLS
DB00307,C0272285,0.2564,UMLS,GIP
DB01067,C0086132,0.2564,UMLS,GIP
DB00829,C0018681,0.2563,UMLS,GIP
DB00859,C0043352,0.2563,UMLS,LapRLS
DB11180,C0022660,0.2563,UMLS,LapRLS
DB01110,C1760428,0.2563,UMLS,GIP
DB00431,C0019270,0.2562,HPO,LapRLS
DB00125,C0020651,0.2562,HPO,LapRLS
DB00125,C0033774,0.2562,UMLS,LapRLS
DB01202,C0025874,0.2561,UMLS,GIP
DB00706,C0403632,0.2561,UMLS,GIP
DB04572,C0013404,0.2561,UMLS,LapRLS
DB00478,C0424295,0.2561,HPO,LapRLS
DB01275,C0035243,0.256,UMLS,GIP
DB00753,C0162830,0.2559,UMLS,LapRLS
DB04572,C0575081,0.2559,HPO,LapRLS
DB01168,C0424296,0.2559,UMLS,GIP
DB00227,C0080276,0.2559,UMLS,GIP
DB00490,C0858867,0.2559,UMLS,GIP
DB00669,C0687133,0.2559,UMLS,GIP
DB00720,C0003537,0.2558,HPO,LapRLS
DB00742,C0003862,0.2558,HPO,LapRLS
DB00331,C0032797,0.2558,HPO,GIP
DB00597,C0026827,0.2558,HPO,LapRLS
DB06698,C1384666,0.2558,HPO,LapRLS
DB00910,C0151735,0.2558,UMLS,LapRLS
DB00601,C0151735,0.2558,UMLS,LapRLS
DB00313,C0018790,0.2557,HPO,LapRLS
DB01213,C0010043,0.2557,HPO,LapRLS
DB01275,C0162810,0.2557,UMLS,GIP
DB00307,C0018524,0.2557,UMLS,GIP
DB01218,C0003862,0.2556,UMLS,GIP
DB00727,C0026113,0.2556,UMLS,GIP
DB00185,C0235267,0.2556,UMLS,GIP
DB00130,C0002418,0.2556,HPO,LapRLS
DB00695,C0086132,0.2555,UMLS,GIP
DB00393,C0034359,0.2555,UMLS,GIP
DB01019,C0000737,0.2554,HPO,LapRLS
DB00804,C0037933,0.2554,UMLS,GIP
DB00289,C0037763,0.2554,UMLS,GIP
DB06716,C0024050,0.2554,UMLS,GIP
DB00715,C0423006,0.2554,UMLS,GIP
DB00313,C0009319,0.2554,HPO,LapRLS
DB00315,C0042568,0.2553,UMLS,GIP
DB00316,C0085632,0.2553,UMLS,LapRLS
DB06791,C0027497,0.2553,UMLS,LapRLS
DB11180,C0231530,0.2553,UMLS,LapRLS
DB13867,C0034888,0.2553,UMLS,GIP
DB00878,C0520837,0.2553,UMLS,GIP
DB00196,C0001807,0.2552,UMLS,GIP
DB00859,C0043094,0.2552,HPO,LapRLS
DB00316,C0854456,0.2552,UMLS,GIP
DB00783,C0013298,0.2552,UMLS,GIP
DB01233,C0034888,0.2552,UMLS,GIP
DB01406,C0392171,0.2551,UMLS,GIP
DB00828,C0151603,0.2551,HPO,LapRLS
DB00413,C0235146,0.2551,UMLS,GIP
DB00282,C0021051,0.2551,UMLS,GIP
DB01656,C1292769,0.2551,UMLS,GIP
DB01400,C0000768,0.2551,UMLS,GIP
DB00649,C0151735,0.2551,UMLS,LapRLS
DB00316,C0497156,0.2551,HPO,LapRLS
DB00742,C0521208,0.255,UMLS,GIP
DB01226,C0002792,0.255,UMLS,GIP
DB00630,C2939447,0.255,UMLS,LapRLS
DB00538,C0015967,0.255,UMLS,LapRLS
DB00633,C0151735,0.255,UMLS,LapRLS
DB00316,C0424295,0.2549,UMLS,LapRLS
DB01019,C0917801,0.2549,UMLS,LapRLS
DB08893,C0030232,0.2549,UMLS,GIP
DB00692,C0011570,0.2549,UMLS,GIP
DB11180,C0032617,0.2549,HPO,LapRLS
DB00630,C0233472,0.2549,UMLS,GIP
DB00125,C0221232,0.2549,UMLS,GIP
DB00624,C0015967,0.2549,UMLS,LapRLS
DB00215,C0038826,0.2549,UMLS,LapRLS
DB00720,C0011168,0.2549,UMLS,LapRLS
DB00478,C0032285,0.2549,HPO,LapRLS
DB00704,C0009806,0.2549,UMLS,LapRLS
DB00727,C0428977,0.2549,HPO,LapRLS
DB06698,C0041657,0.2549,UMLS,LapRLS
DB00313,C0020456,0.2548,UMLS,LapRLS
DB01202,C1519353,0.2548,UMLS,GIP
DB01236,C2830004,0.2548,UMLS,LapRLS
DB00993,C0265110,0.2548,UMLS,GIP
DB00130,C0017152,0.2548,HPO,LapRLS
DB00973,C0151735,0.2548,UMLS,LapRLS
DB00313,C0575081,0.2547,HPO,LapRLS
DB01211,C2939447,0.2547,UMLS,LapRLS
DB11180,C0085593,0.2546,UMLS,LapRLS
DB06151,C0152027,0.2546,UMLS,GIP
DB01219,C0042568,0.2546,UMLS,GIP
DB00859,C0041657,0.2546,HPO,LapRLS
DB00313,C0002994,0.2545,HPO,LapRLS
DB00983,C0151480,0.2545,UMLS,GIP
DB04572,C0002792,0.2545,UMLS,LapRLS
DB00669,C0221201,0.2545,UMLS,GIP
DB01019,C0162429,0.2544,HPO,LapRLS
DB01082,C0740299,0.2544,UMLS,GIP
DB00788,C0237849,0.2544,UMLS,GIP
DB06711,C0740409,0.2544,UMLS,GIP
DB06261,C0016382,0.2544,UMLS,LapRLS
DB06217,C0034065,0.2543,UMLS,GIP
DB00722,C1292769,0.2543,UMLS,GIP
DB00871,C0852879,0.2543,UMLS,GIP
DB01240,C0740299,0.2543,UMLS,GIP
DB11180,C0349506,0.2543,HPO,LapRLS
DB00753,C0040046,0.2543,HPO,LapRLS
DB06795,C0011991,0.2542,UMLS,GIP
DB01400,C0543467,0.2542,UMLS,GIP
DB00014,C2939447,0.2542,UMLS,LapRLS
DB00316,C3665347,0.2542,HPO,LapRLS
DB08910,C0151735,0.2542,UMLS,LapRLS
DB00316,C0022650,0.2542,UMLS,LapRLS
DB00753,C0042075,0.2541,UMLS,LapRLS
DB00209,C0575081,0.2541,UMLS,GIP
DB06151,C0010692,0.2541,HPO,LapRLS
DB09134,C0232462,0.2541,UMLS,GIP
DB00145,C0567085,0.254,UMLS,GIP
DB04572,C0011606,0.254,HPO,LapRLS
DB00282,C0035243,0.2539,UMLS,GIP
DB00720,C0010200,0.2539,HPO,LapRLS
DB00537,C0854706,0.2539,UMLS,LapRLS
DB00443,C0231451,0.2538,UMLS,GIP
DB00720,C0235660,0.2538,UMLS,GIP
DB00706,C0853698,0.2538,UMLS,GIP
DB01008,C0018021,0.2538,HPO,LapRLS
DB11180,C0151736,0.2538,UMLS,LapRLS
DB00788,C0019917,0.2538,UMLS,GIP
DB06698,C0424790,0.2536,UMLS,GIP
DB04485,C0853697,0.2536,UMLS,GIP
DB00738,C0221232,0.2536,UMLS,GIP
DB01236,C2047937,0.2536,UMLS,LapRLS
DB06698,C3263723,0.2535,UMLS,LapRLS
DB00187,C0011603,0.2535,UMLS,LapRLS
DB00983,C0456511,0.2535,UMLS,GIP
DB00829,C0311468,0.2535,UMLS,GIP
DB00380,C1692886,0.2535,UMLS,GIP
DB00744,C1262170,0.2534,UMLS,GIP
DB00572,C0015806,0.2534,UMLS,GIP
DB01008,C3263723,0.2534,UMLS,LapRLS
DB04572,C0011849,0.2534,HPO,LapRLS
DB00720,C0424295,0.2534,UMLS,LapRLS
DB00431,C0042514,0.2533,HPO,LapRLS
DB01400,C0149745,0.2533,UMLS,GIP
DB01213,C0919823,0.2533,UMLS,LapRLS
DB00753,C0004238,0.2533,HPO,LapRLS
DB00744,C0011603,0.2533,UMLS,GIP
DB00952,C0271468,0.2532,UMLS,GIP
DB06800,C0015967,0.2532,UMLS,LapRLS
DB00431,C0039231,0.2532,UMLS,LapRLS
DB00316,C0027769,0.2532,UMLS,LapRLS
DB01236,C0033975,0.2532,UMLS,LapRLS
DB04839,C0854706,0.2532,UMLS,LapRLS
DB00659,C0233494,0.2532,UMLS,LapRLS
DB00681,C0231451,0.2532,UMLS,GIP
DB01236,C2225524,0.2531,HPO,LapRLS
DB00658,C0027947,0.2531,UMLS,LapRLS
DB00741,C0017168,0.253,UMLS,GIP
DB09220,C0085606,0.2529,UMLS,GIP
DB01050,C0023530,0.2529,UMLS,GIP
DB00182,C0011168,0.2529,UMLS,LapRLS
DB06151,C0032285,0.2529,HPO,LapRLS
DB01406,C0018681,0.2529,UMLS,GIP
DB00282,C1519353,0.2529,UMLS,GIP
DB00125,C0011053,0.2529,UMLS,GIP
DB00658,C0858867,0.2529,HPO,LapRLS
DB00227,C0232933,0.2529,UMLS,GIP
DB00182,C0014591,0.2529,UMLS,LapRLS
DB00332,C0014130,0.2528,UMLS,GIP
DB00425,C0151735,0.2528,UMLS,LapRLS
DB00704,C0015967,0.2528,UMLS,LapRLS
DB00398,C0086132,0.2527,UMLS,GIP
DB01184,C0575081,0.2527,UMLS,GIP
DB00980,C1292769,0.2527,UMLS,GIP
DB06626,C0575081,0.2527,UMLS,GIP
DB00125,C0232461,0.2527,HPO,LapRLS
DB01008,C0040046,0.2527,HPO,LapRLS
DB11180,C0042075,0.2527,UMLS,LapRLS
DB06151,C0392025,0.2527,UMLS,LapRLS
DB00816,C0265294,0.2527,HPO,GIP
DB00282,C0341177,0.2527,UMLS,GIP
DB00742,C0000737,0.2526,HPO,LapRLS
DB00659,C0040822,0.2526,UMLS,LapRLS
DB00431,C0031350,0.2526,UMLS,LapRLS
DB00915,C0008031,0.2526,UMLS,LapRLS
DB00250,C0687713,0.2526,UMLS,GIP
DB01337,C0033893,0.2526,UMLS,GIP
DB00742,C0856151,0.2526,UMLS,GIP
DB00878,C0032584,0.2526,UMLS,GIP
DB01131,C0522251,0.2526,UMLS,GIP
DB00213,C0013238,0.2525,UMLS,GIP
DB00658,C1142305,0.2525,HPO,LapRLS
DB00313,C0038358,0.2525,HPO,LapRLS
DB00727,C0013384,0.2525,HPO,LapRLS
DB06698,C0497156,0.2524,HPO,LapRLS
DB00282,C0265294,0.2524,HPO,GIP
DB00585,C0858867,0.2523,UMLS,GIP
DB08895,C1527358,0.2523,UMLS,GIP
DB11180,C0041657,0.2523,UMLS,LapRLS
DB00828,C0013295,0.2523,HPO,LapRLS
DB01008,C0151878,0.2523,HPO,LapRLS
DB00597,C0015397,0.2522,HPO,LapRLS
DB11180,C0011168,0.2522,UMLS,LapRLS
DB01189,C0587246,0.2522,HPO,GIP
DB00727,C0002871,0.2522,UMLS,LapRLS
DB06261,C0002418,0.2522,HPO,LapRLS
DB00851,C0033774,0.2522,UMLS,GIP
DB00881,C0314719,0.2521,UMLS,GIP
DB00313,C0032285,0.2521,HPO,LapRLS
DB00828,C0008325,0.252,HPO,LapRLS
DB06261,C0080274,0.252,UMLS,LapRLS
DB06261,C0424295,0.2519,UMLS,LapRLS
DB00727,C0014868,0.2519,HPO,LapRLS
DB01149,C0423361,0.2519,UMLS,GIP
DB01213,C0155003,0.2519,UMLS,LapRLS
DB00745,C0007166,0.2519,UMLS,GIP
DB01202,C0278079,0.2519,UMLS,GIP
DB00307,C0520887,0.2519,UMLS,GIP
DB00583,C1456784,0.2518,HPO,LapRLS
DB00181,C0033246,0.2518,UMLS,GIP
DB06151,C0043094,0.2518,HPO,GIP
DB01202,C0441713,0.2518,UMLS,GIP
DB08819,C0520463,0.2517,UMLS,GIP
DB01008,C0010692,0.2517,HPO,LapRLS
DB01213,C0858867,0.2517,HPO,LapRLS
DB01189,C0085682,0.2517,HPO,LapRLS
DB00182,C0004936,0.2517,UMLS,LapRLS
DB00244,C0013418,0.2516,UMLS,GIP
DB01132,C0235475,0.2516,UMLS,GIP
DB00363,C0576091,0.2516,UMLS,GIP
DB00745,C0158350,0.2516,UMLS,GIP
DB01236,C0011168,0.2516,UMLS,LapRLS
DB00658,C0028754,0.2516,HPO,GIP
DB04572,C0002994,0.2516,HPO,LapRLS
DB00125,C0085605,0.2516,HPO,LapRLS
DB00431,C0018021,0.2516,HPO,LapRLS
DB00264,C2712122,0.2515,UMLS,GIP
DB00887,C0423361,0.2515,UMLS,GIP
DB00282,C0178298,0.2515,UMLS,GIP
DB00281,C0023052,0.2515,UMLS,GIP
DB01233,C0004134,0.2515,UMLS,GIP
DB00859,C0392525,0.2515,HPO,LapRLS
DB11180,C0033975,0.2515,UMLS,LapRLS
DB00745,C0344232,0.2514,UMLS,GIP
DB01039,C0151735,0.2514,UMLS,LapRLS
DB06698,C0025323,0.2514,HPO,LapRLS
DB00499,C0427546,0.2514,UMLS,GIP
DB06151,C0034212,0.2514,HPO,GIP
DB01008,C0020649,0.2514,UMLS,LapRLS
DB00316,C0151636,0.2514,HPO,LapRLS
DB00720,C0017675,0.2514,HPO,LapRLS
DB01008,C0018099,0.2514,HPO,LapRLS
DB01236,C0233494,0.2514,UMLS,LapRLS
DB01213,C1142305,0.2514,HPO,LapRLS
DB00316,C0231218,0.2513,UMLS,LapRLS
DB00399,C0086525,0.2513,UMLS,GIP
DB00744,C0038999,0.2513,UMLS,GIP
DB00291,C0151898,0.2513,UMLS,GIP
DB00182,C0085628,0.2513,UMLS,LapRLS
DB00313,C0151735,0.2512,UMLS,LapRLS
DB00507,C1292769,0.2512,UMLS,GIP
DB00612,C0235883,0.2511,UMLS,GIP
DB00738,C0687713,0.2511,UMLS,GIP
DB06711,C0151830,0.2511,UMLS,GIP
DB00374,C0877237,0.2511,UMLS,GIP
DB00742,C0687713,0.251,UMLS,LapRLS
DB06261,C0151578,0.251,UMLS,LapRLS
DB00864,C2004489,0.251,UMLS,LapRLS
DB01241,C0520837,0.251,UMLS,GIP
DB06414,C0429098,0.251,UMLS,GIP
DB01067,C0231528,0.251,UMLS,GIP
DB06202,C0042568,0.251,UMLS,GIP
DB04896,C0858867,0.2509,UMLS,GIP
DB00863,C0020621,0.2509,UMLS,GIP
DB00658,C0231528,0.2509,UMLS,LapRLS
DB00720,C0036572,0.2509,UMLS,LapRLS
DB06204,C0341177,0.2509,UMLS,GIP
DB01033,C0025061,0.2508,UMLS,GIP
DB00996,C0476280,0.2508,UMLS,GIP
DB01019,C0009676,0.2508,UMLS,LapRLS
DB00252,C0520679,0.2508,UMLS,GIP
DB00502,C0520463,0.2507,UMLS,GIP
DB06151,C0149745,0.2507,HPO,LapRLS
DB09084,C0002170,0.2507,UMLS,GIP
DB06204,C1519353,0.2507,UMLS,GIP
DB01008,C0030554,0.2506,UMLS,LapRLS
DB00816,C0151735,0.2506,UMLS,LapRLS
DB06335,C0341117,0.2506,UMLS,GIP
DB01255,C0162824,0.2506,UMLS,GIP
DB00390,C0392171,0.2505,UMLS,GIP
DB01033,C0854388,0.2505,UMLS,GIP
DB00973,C0314719,0.2505,UMLS,GIP
DB00727,C0036572,0.2505,HPO,LapRLS
DB00658,C0010043,0.2505,HPO,LapRLS
DB00720,C0234215,0.2505,UMLS,LapRLS
DB00620,C0019555,0.2505,UMLS,GIP
DB00571,C0235660,0.2504,UMLS,GIP
DB01275,C0000768,0.2504,UMLS,GIP
DB01211,C0152159,0.2503,UMLS,LapRLS
DB00753,C0080274,0.2503,UMLS,LapRLS
DB00859,C0018790,0.2503,HPO,LapRLS
DB00789,C0007787,0.2503,UMLS,GIP
DB00684,C0235283,0.2503,UMLS,GIP
DB00641,C0232933,0.2503,UMLS,GIP
DB01202,C0018987,0.2502,UMLS,GIP
DB00720,C0000737,0.2502,HPO,LapRLS
DB00182,C0042075,0.2502,UMLS,LapRLS
DB00720,C0027497,0.2502,HPO,LapRLS
DB00753,C0151836,0.2502,UMLS,LapRLS
DB01241,C0151544,0.2502,HPO,GIP
DB04572,C0029883,0.2502,UMLS,GIP
DB00972,C0027441,0.2502,UMLS,GIP
DB00214,C0272285,0.2502,UMLS,GIP
DB00859,C0014457,0.2502,HPO,LapRLS
DB01236,C0004096,0.2501,UMLS,LapRLS
DB00476,C0006849,0.2501,UMLS,GIP
DB00583,C0392525,0.2501,HPO,LapRLS
DB01236,C0151849,0.2501,UMLS,LapRLS
DB00956,C0151735,0.2501,UMLS,LapRLS
DB00753,C0040264,0.2501,UMLS,LapRLS
DB00545,C0741494,0.2501,UMLS,GIP
DB00573,C0162810,0.2501,UMLS,GIP
DB00909,C0520463,0.2501,UMLS,GIP
DB01033,C0037036,0.2501,UMLS,GIP
DB01008,C0151836,0.25,UMLS,LapRLS
DB06791,C0018681,0.25,UMLS,LapRLS
DB00395,C0521208,0.25,UMLS,GIP
DB00369,C0151598,0.25,UMLS,GIP
DB00282,C0041364,0.2499,UMLS,GIP
DB00544,C0043352,0.2499,HPO,LapRLS
DB08877,C0231451,0.2499,UMLS,GIP
DB00572,C0011053,0.2499,UMLS,GIP
DB00627,C0151735,0.2499,UMLS,LapRLS
DB00630,C0162824,0.2499,UMLS,GIP
DB00130,C0020456,0.2499,UMLS,LapRLS
DB00586,C0271453,0.2498,UMLS,GIP
DB00843,C2939447,0.2498,UMLS,LapRLS
DB06698,C0013604,0.2498,UMLS,LapRLS
DB00859,C0033975,0.2497,HPO,LapRLS
DB00285,C0019340,0.2497,UMLS,GIP
DB01136,C2712122,0.2497,UMLS,GIP
DB01079,C0855242,0.2497,UMLS,GIP
DB00706,C0019521,0.2497,UMLS,GIP
DB01202,C0014591,0.2497,UMLS,GIP
DB01236,C0026848,0.2496,HPO,LapRLS
DB00597,C0022660,0.2496,UMLS,LapRLS
DB01008,C0024282,0.2496,HPO,LapRLS
DB00958,C0235567,0.2496,UMLS,GIP
DB00244,C0520679,0.2496,UMLS,GIP
DB06711,C0860499,0.2496,UMLS,GIP
DB00878,C0751466,0.2496,UMLS,GIP
DB01213,C0241157,0.2495,UMLS,LapRLS
DB00244,C0235660,0.2495,UMLS,GIP
DB06809,C0013298,0.2495,UMLS,GIP
DB05812,C0341117,0.2495,UMLS,GIP
DB00395,C0856151,0.2495,UMLS,GIP
DB00597,C0002994,0.2494,HPO,LapRLS
DB08815,C0206277,0.2494,UMLS,GIP
DB00234,C0729552,0.2494,UMLS,GIP
DB06594,C0025874,0.2494,UMLS,GIP
DB00268,C0162386,0.2494,UMLS,GIP
DB00788,C0001546,0.2494,UMLS,GIP
DB00859,C0013604,0.2494,UMLS,LapRLS
DB00753,C0042514,0.2493,HPO,LapRLS
DB01019,C0006277,0.2493,HPO,LapRLS
DB06698,C0020461,0.2493,HPO,LapRLS
DB00519,C0740299,0.2492,UMLS,GIP
DB08864,C0029883,0.2492,UMLS,GIP
DB04876,C0009088,0.2491,HPO,GIP
DB04871,C0854706,0.2491,UMLS,LapRLS
DB00431,C0002871,0.2491,UMLS,LapRLS
DB00182,C0020458,0.2491,UMLS,LapRLS
DB00753,C0234215,0.2491,UMLS,LapRLS
DB00859,C0032285,0.2491,HPO,LapRLS
DB00828,C2830004,0.2491,HPO,LapRLS
DB01008,C0007859,0.2491,HPO,LapRLS
DB01019,C0013595,0.249,HPO,GIP
DB00788,C0429098,0.249,UMLS,GIP
DB00753,C0020580,0.249,HPO,LapRLS
DB00597,C0018926,0.249,HPO,LapRLS
DB00753,C0040822,0.249,HPO,LapRLS
DB00291,C0011071,0.2489,UMLS,GIP
DB00958,C0149725,0.2489,UMLS,GIP
DB00321,C0151735,0.2489,UMLS,LapRLS
DB00720,C0016382,0.2488,UMLS,LapRLS
DB00744,C0015230,0.2488,UMLS,GIP
DB06594,C0022672,0.2488,UMLS,GIP
DB00753,C0018926,0.2488,HPO,LapRLS
DB11180,C3263723,0.2487,UMLS,LapRLS
DB00316,C0040264,0.2487,UMLS,LapRLS
DB01005,C0476273,0.2487,HPO,LapRLS
DB00210,C0232933,0.2487,UMLS,GIP
DB01236,C0003537,0.2487,HPO,LapRLS
DB00882,C0576093,0.2486,HPO,GIP
DB00553,C0027051,0.2486,UMLS,GIP
DB06594,C0035243,0.2486,UMLS,GIP
DB00987,C0027441,0.2486,UMLS,GIP
DB00125,C0031350,0.2486,UMLS,LapRLS
DB01008,C0020651,0.2485,UMLS,LapRLS
DB01275,C0854706,0.2485,UMLS,LapRLS
DB00753,C0038362,0.2485,UMLS,LapRLS
DB01136,C0423006,0.2485,UMLS,GIP
DB00829,C0026113,0.2485,UMLS,GIP
DB00709,C1292769,0.2484,UMLS,GIP
DB01238,C0151735,0.2484,UMLS,LapRLS
DB01105,C0025312,0.2484,HPO,GIP
DB00227,C0520904,0.2484,UMLS,GIP
DB01337,C0162823,0.2483,UMLS,GIP
DB06711,C0877104,0.2483,UMLS,GIP
DB01262,C0235146,0.2483,UMLS,GIP
DB00878,C0860499,0.2482,UMLS,GIP
DB00316,C0020598,0.2482,HPO,LapRLS
DB00316,C0233471,0.2482,UMLS,LapRLS
DB01129,C0242698,0.2481,UMLS,GIP
DB04572,C0520966,0.2481,HPO,LapRLS
DB00679,C0232933,0.248,UMLS,GIP
DB00244,C0476280,0.248,UMLS,GIP
DB00243,C0006849,0.248,UMLS,GIP
DB00720,C0023530,0.248,HPO,LapRLS
DB00659,C0042514,0.248,HPO,LapRLS
DB00658,C0155003,0.2479,UMLS,LapRLS
DB01213,C0016204,0.2479,UMLS,LapRLS
DB00323,C0854456,0.2479,UMLS,GIP
DB00316,C0013362,0.2479,HPO,LapRLS
DB01104,C2939447,0.2479,UMLS,LapRLS
DB01019,C0015230,0.2478,UMLS,LapRLS
DB00911,C0016382,0.2478,UMLS,GIP
DB00287,C0042790,0.2477,UMLS,GIP
DB01181,C0000727,0.2477,UMLS,GIP
DB00316,C0043094,0.2477,HPO,GIP
DB00198,C0392171,0.2477,UMLS,GIP
DB00597,C0011849,0.2477,HPO,LapRLS
DB00431,C0011053,0.2477,UMLS,LapRLS
DB00921,C0151735,0.2477,UMLS,LapRLS
DB06261,C0021400,0.2477,UMLS,LapRLS
DB01043,C0026827,0.2476,HPO,GIP
DB00720,C0151849,0.2476,UMLS,LapRLS
DB00563,C0019340,0.2476,UMLS,GIP
DB08871,C0271468,0.2476,UMLS,GIP
DB00873,C1292769,0.2475,UMLS,GIP
DB04946,C0854706,0.2475,UMLS,LapRLS
DB01105,C0948240,0.2475,UMLS,GIP
DB06288,C0034888,0.2475,UMLS,GIP
DB00658,C0456511,0.2475,UMLS,GIP
DB00597,C0040034,0.2475,UMLS,GIP
DB01131,C0152031,0.2475,UMLS,GIP
DB00656,C0854706,0.2475,UMLS,LapRLS
DB00996,C0011606,0.2475,HPO,LapRLS
DB00431,C0023530,0.2475,HPO,LapRLS
DB00720,C0004093,0.2475,UMLS,LapRLS
DB01131,C0341177,0.2474,UMLS,GIP
DB00958,C0034886,0.2474,UMLS,GIP
DB01188,C0341858,0.2474,UMLS,GIP
DB01202,C0973461,0.2474,UMLS,GIP
